-1.6779,2.1485,-0.32647,-0.36676,-0.1297,-0.32271,-1.1862,-1.9633,-0.2014,1.2268,-1.3429,0.85194,1.2712,2.3095,0.86586,1.1762,0.55039,0.13851,-0.0054053,0.50726,-1.3648,1.4195,0.32663,0.51653,0.86081,-0.064296,-0.95192,-0.084495,1.2831,-0.085564,1.3189,0.46658,-1.3396
-0.16858,-1.1839,1.637,0.37424,-0.38425,-0.23247,0.78285,1.3235,0.13906,-0.41355,-1.0561,0.073755,-2.6249,-0.035513,-1.297,-1.618,0.92852,1.6781,0.85515,-0.13362,3.2396,0.052747,0.22184,-0.036888,-0.28983,0.084403,0.68143,-0.915,-0.90797,-1.0594,0.2588,-0.19625,2.3682
0.94703,-1.3475,1.0854,-0.42514,0.23212,-1.5093,0.30263,0.68137,-0.0031582,-0.86023,0.77042,-0.0946,-0.82249,-0.99411,-1.0451,0.043875,0.36351,0.92325,0.25565,-0.12316,1.3625,-1.2156,-0.3267,-0.19018,-0.86391,0.010933,-1.0832,-0.27144,-0.89631,-1.0789,-1.4333,-0.58529,-0.14984
0.42554,-1.166,-1.4542,-0.66083,0.34761,-0.097046,0.74375,-0.89773,0.23938,0.88439,0.28204,-0.78928,0.61419,-2.587,-0.055428,0.50368,-1.573,-1.1075,0.91119,-1.7234,-0.64789,2.4234,-0.59564,-0.95743,-1.7786,-0.14974,-0.76038,-0.94945,-1.4291,1.0352,2.5101,0.45468,-0.45646
0.7073,0.17841,0.69385,1.063,-0.50998,1.5368,-1.6518,0.88409,0.042297,1.4943,1.7387,-1.3434,-0.45269,-1.274,-0.32088,0.2592,-2.6024,0.95434,2.0123,-0.48642,0.35418,-1.8451,-0.39458,-0.66645,-2.4568,0.16057,-0.22235,2.4331,-2.9791,2.0409,-2.1472,0.88579,0.87275
0.73432,-2.1436,0.17675,-1.6066,1.3878,-0.23569,-0.29058,0.44766,-0.50104,-0.43636,0.85789,-0.11735,-0.70011,-1.354,-1.1961,-0.11239,0.52338,-1.4217,-1.8085,-0.096934,0.55397,-0.88319,0.15058,-0.31274,-0.74161,-0.0231,-0.069037,1.5901,-1.8662,0.060926,-0.65007,-0.21219,-1.9498
-1.3347,-0.37332,-0.40746,-0.43532,-0.22173,-0.30353,-0.26358,-0.46131,-0.10398,-0.0959,-0.5179,-0.34652,-0.25343,-0.2783,-0.39539,-0.37598,-0.18685,-0.27794,0.031358,-0.26633,-0.30314,-0.34605,-0.10606,-0.23403,-0.051104,0.049956,-0.52013,-0.52122,-0.15879,-0.21367,-0.23236,-0.32832,-0.21536
-1.3462,-0.40121,-0.75326,-0.52713,-0.1152,-0.25756,-0.34764,-0.59833,-0.052522,-0.25071,-0.55428,-0.17151,-0.36297,-0.43597,-0.31539,-0.59173,-0.30397,-0.33815,-0.2314,-0.14888,-0.43313,-0.5361,-0.34198,-0.68115,-0.13902,0.041484,-0.49058,-0.53912,-0.3018,-0.29907,-0.26159,-0.14456,-0.30327
-0.14181,0.69685,-0.050584,-0.95282,0.74783,-2.1502,1.203,0.19872,-0.19576,0.40702,-1.9158,0.30922,0.20081,0.86428,0.40587,0.03944,-1.9951,2.9482,0.73677,-0.7252,0.80591,-0.095587,0.56757,-0.29377,-0.80304,0.023602,-0.56349,-1.4137,0.022923,0.71519,0.0074832,0.08811,1.2494
-0.32509,-0.039327,-0.14608,0.026631,-0.15111,-0.074619,0.046051,-0.111,-0.098523,-0.15281,-0.091712,-0.26641,0.038848,-0.37178,-0.21232,-0.05838,0.12583,0.01039,0.041548,-0.22224,-0.15119,-0.078588,-0.20178,-0.27434,0.064448,-0.074439,-0.2065,-0.1208,-0.097697,-0.043017,-0.14193,-0.2327,-0.17952
